original_inventory_sector,start_time,end_time,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,activity,activity_units,source_name
road-transportation,1/1/2021,12/31/2021,n2o,0.069780127,5.77E-09,T of N2O per VKT,28.00326537,km,12100000,vehicle km traveled (VKT),Johi Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,co2,2075.52804,0.000171761,T of CO2 per VKT,28.00326537,km,12100000,vehicle km traveled (VKT),Johi Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,ch4,0.254297496,2.10E-08,T of CH4 per VKT,28.00326537,km,12100000,vehicle km traveled (VKT),Johi Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,n2o,0.161196027,5.77E-09,T of N2O per VKT,49.71258726,km,27900000,vehicle km traveled (VKT),Johi Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,co2,4794.586792,0.000171761,T of CO2 per VKT,49.71258726,km,27900000,vehicle km traveled (VKT),Johi Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,ch4,0.587441553,2.10E-08,T of CH4 per VKT,49.71258726,km,27900000,vehicle km traveled (VKT),Johi Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,n2o,0.146585056,5.77E-09,T of N2O per VKT,56.40212707,km,25400000,vehicle km traveled (VKT),Kalat Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,co2,4360.000583,0.000171761,T of CO2 per VKT,56.40212707,km,25400000,vehicle km traveled (VKT),Kalat Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,ch4,0.534195255,2.10E-08,T of CH4 per VKT,56.40212707,km,25400000,vehicle km traveled (VKT),Kalat Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,n2o,0.159144428,5.77E-09,T of N2O per VKT,56.53033656,km,27600000,vehicle km traveled (VKT),Kalat Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,co2,4733.564376,0.000171761,T of CO2 per VKT,56.53033656,km,27600000,vehicle km traveled (VKT),Kalat Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,ch4,0.579964975,2.10E-08,T of CH4 per VKT,56.53033656,km,27600000,vehicle km traveled (VKT),Kalat Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,n2o,0.123713292,5.77E-09,T of N2O per VKT,47.66649841,km,21400000,vehicle km traveled (VKT),DAULTALA Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,co2,3679.706782,0.000171761,T of CO2 per VKT,47.66649841,km,21400000,vehicle km traveled (VKT),DAULTALA Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,ch4,0.450844413,2.10E-08,T of CH4 per VKT,47.66649841,km,21400000,vehicle km traveled (VKT),DAULTALA Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,n2o,0.15739019,5.77E-09,T of N2O per VKT,53.08500917,km,27300000,vehicle km traveled (VKT),DAULTALA Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,co2,4681.386637,0.000171761,T of CO2 per VKT,53.08500917,km,27300000,vehicle km traveled (VKT),DAULTALA Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,ch4,0.573572063,2.10E-08,T of CH4 per VKT,53.08500917,km,27300000,vehicle km traveled (VKT),DAULTALA Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,n2o,0.15463533,5.77E-09,T of N2O per VKT,14.56466124,km,26800000,vehicle km traveled (VKT),Shergarh Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,co2,4599.446558,0.000171761,T of CO2 per VKT,14.56466124,km,26800000,vehicle km traveled (VKT),Shergarh Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,ch4,0.563532615,2.10E-08,T of CH4 per VKT,14.56466124,km,26800000,vehicle km traveled (VKT),Shergarh Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,n2o,0.156418754,5.77E-09,T of N2O per VKT,16.91121091,km,27100000,vehicle km traveled (VKT),Shergarh Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,co2,4652.4924,0.000171761,T of CO2 per VKT,16.91121091,km,27100000,vehicle km traveled (VKT),Shergarh Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,ch4,0.570031888,2.10E-08,T of CH4 per VKT,16.91121091,km,27100000,vehicle km traveled (VKT),Shergarh Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,n2o,0.156815222,5.77E-09,T of N2O per VKT,60.7652203,km,27200000,vehicle km traveled (VKT),Pir Jo Goth Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,co2,4664.284869,0.000171761,T of CO2 per VKT,60.7652203,km,27200000,vehicle km traveled (VKT),Pir Jo Goth Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,ch4,0.571476723,2.10E-08,T of CH4 per VKT,60.7652203,km,27200000,vehicle km traveled (VKT),Pir Jo Goth Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,n2o,0.154007548,5.77E-09,T of N2O per VKT,61.17256949,km,26700000,vehicle km traveled (VKT),Pir Jo Goth Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,co2,4580.77389,0.000171761,T of CO2 per VKT,61.17256949,km,26700000,vehicle km traveled (VKT),Pir Jo Goth Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,ch4,0.561244805,2.10E-08,T of CH4 per VKT,61.17256949,km,26700000,vehicle km traveled (VKT),Pir Jo Goth Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,n2o,0.145086342,5.77E-09,T of N2O per VKT,27.56565926,km,25100000,vehicle km traveled (VKT),Dir Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,co2,4315.423106,0.000171761,T of CO2 per VKT,27.56565926,km,25100000,vehicle km traveled (VKT),Dir Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,ch4,0.528733541,2.10E-08,T of CH4 per VKT,27.56565926,km,25100000,vehicle km traveled (VKT),Dir Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,n2o,0.142804973,5.77E-09,T of N2O per VKT,28.38831994,km,24700000,vehicle km traveled (VKT),Dir Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,co2,4247.566456,0.000171761,T of CO2 per VKT,28.38831994,km,24700000,vehicle km traveled (VKT),Dir Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,ch4,0.52041962,2.10E-08,T of CH4 per VKT,28.38831994,km,24700000,vehicle km traveled (VKT),Dir Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,n2o,0.101059644,5.77E-09,T of N2O per VKT,43.87933802,km,17500000,vehicle km traveled (VKT),Islamkot Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,co2,3005.900595,0.000171761,T of CO2 per VKT,43.87933802,km,17500000,vehicle km traveled (VKT),Islamkot Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,ch4,0.368288445,2.10E-08,T of CH4 per VKT,43.87933802,km,17500000,vehicle km traveled (VKT),Islamkot Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,n2o,0.123541102,5.77E-09,T of N2O per VKT,45.50733616,km,21400000,vehicle km traveled (VKT),Islamkot Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,co2,3674.585208,0.000171761,T of CO2 per VKT,45.50733616,km,21400000,vehicle km traveled (VKT),Islamkot Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,ch4,0.450216908,2.10E-08,T of CH4 per VKT,45.50733616,km,21400000,vehicle km traveled (VKT),Islamkot Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,n2o,0.058429806,5.77E-09,T of N2O per VKT,22.89665922,km,10100000,vehicle km traveled (VKT),N/A Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,co2,1737.926057,0.000171761,T of CO2 per VKT,22.89665922,km,10100000,vehicle km traveled (VKT),N/A Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,ch4,0.212933883,2.10E-08,T of CH4 per VKT,22.89665922,km,10100000,vehicle km traveled (VKT),N/A Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,n2o,0.107550116,5.77E-09,T of N2O per VKT,37.88457336,km,18600000,vehicle km traveled (VKT),N/A Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,co2,3198.952069,0.000171761,T of CO2 per VKT,37.88457336,km,18600000,vehicle km traveled (VKT),N/A Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,ch4,0.391941465,2.10E-08,T of CH4 per VKT,37.88457336,km,18600000,vehicle km traveled (VKT),N/A Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,n2o,0.088642389,5.77E-09,T of N2O per VKT,33.62638275,km,15400000,vehicle km traveled (VKT),Allai Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,co2,2636.563897,0.000171761,T of CO2 per VKT,33.62638275,km,15400000,vehicle km traveled (VKT),Allai Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,ch4,0.323036637,2.10E-08,T of CH4 per VKT,33.62638275,km,15400000,vehicle km traveled (VKT),Allai Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,n2o,0.091394974,5.77E-09,T of N2O per VKT,33.62638275,km,15800000,vehicle km traveled (VKT),Allai Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,co2,2718.43631,0.000171761,T of CO2 per VKT,33.62638275,km,15800000,vehicle km traveled (VKT),Allai Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,ch4,0.333067795,2.10E-08,T of CH4 per VKT,33.62638275,km,15800000,vehicle km traveled (VKT),Allai Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,n2o,0.073287643,5.77E-09,T of N2O per VKT,16.00719546,km,12700000,vehicle km traveled (VKT),Damas Gahkuch Urban Area in Northern Areas Division
road-transportation,1/1/2021,12/31/2021,co2,2179.85499,0.000171761,T of CO2 per VKT,16.00719546,km,12700000,vehicle km traveled (VKT),Damas Gahkuch Urban Area in Northern Areas Division
road-transportation,1/1/2021,12/31/2021,ch4,0.267079825,2.10E-08,T of CH4 per VKT,16.00719546,km,12700000,vehicle km traveled (VKT),Damas Gahkuch Urban Area in Northern Areas Division
road-transportation,1/1/2022,12/31/2022,n2o,0.083573094,5.77E-09,T of N2O per VKT,16.00719546,km,14500000,vehicle km traveled (VKT),Damas Gahkuch Urban Area in Northern Areas Division
road-transportation,1/1/2022,12/31/2022,co2,2485.783669,0.000171761,T of CO2 per VKT,16.00719546,km,14500000,vehicle km traveled (VKT),Damas Gahkuch Urban Area in Northern Areas Division
road-transportation,1/1/2022,12/31/2022,ch4,0.304562767,2.10E-08,T of CH4 per VKT,16.00719546,km,14500000,vehicle km traveled (VKT),Damas Gahkuch Urban Area in Northern Areas Division
road-transportation,1/1/2021,12/31/2021,n2o,0.081049986,5.77E-09,T of N2O per VKT,27.07624784,km,14000000,vehicle km traveled (VKT),Digri Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,co2,2410.736775,0.000171761,T of CO2 per VKT,27.07624784,km,14000000,vehicle km traveled (VKT),Digri Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,ch4,0.295367884,2.10E-08,T of CH4 per VKT,27.07624784,km,14000000,vehicle km traveled (VKT),Digri Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,n2o,0.071177269,5.77E-09,T of N2O per VKT,27.28236173,km,12300000,vehicle km traveled (VKT),Digri Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,co2,2117.084403,0.000171761,T of CO2 per VKT,27.28236173,km,12300000,vehicle km traveled (VKT),Digri Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,ch4,0.259389058,2.10E-08,T of CH4 per VKT,27.28236173,km,12300000,vehicle km traveled (VKT),Digri Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,n2o,0.065178062,5.77E-09,T of N2O per VKT,16.60778192,km,11300000,vehicle km traveled (VKT),Bahawalpur Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,co2,1938.645023,0.000171761,T of CO2 per VKT,16.60778192,km,11300000,vehicle km traveled (VKT),Bahawalpur Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,ch4,0.237526338,2.10E-08,T of CH4 per VKT,16.60778192,km,11300000,vehicle km traveled (VKT),Bahawalpur Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.068217071,5.77E-09,T of N2O per VKT,17.20800343,km,11800000,vehicle km traveled (VKT),Bahawalpur Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,co2,2029.036778,0.000171761,T of CO2 per VKT,17.20800343,km,11800000,vehicle km traveled (VKT),Bahawalpur Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,ch4,0.248601301,2.10E-08,T of CH4 per VKT,17.20800343,km,11800000,vehicle km traveled (VKT),Bahawalpur Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,n2o,0.050886158,5.77E-09,T of N2O per VKT,17.7662465,km,8810000,vehicle km traveled (VKT),N/A Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,co2,1513.549083,0.000171761,T of CO2 per VKT,17.7662465,km,8810000,vehicle km traveled (VKT),N/A Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,ch4,0.185442805,2.10E-08,T of CH4 per VKT,17.7662465,km,8810000,vehicle km traveled (VKT),N/A Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,n2o,0.051779898,5.77E-09,T of N2O per VKT,19.27060122,km,8970000,vehicle km traveled (VKT),N/A Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,co2,1540.132336,0.000171761,T of CO2 per VKT,19.27060122,km,8970000,vehicle km traveled (VKT),N/A Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,ch4,0.188699834,2.10E-08,T of CH4 per VKT,19.27060122,km,8970000,vehicle km traveled (VKT),N/A Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,n2o,0.045256041,5.77E-09,T of N2O per VKT,6.136147037,km,7840000,vehicle km traveled (VKT),Besham Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,co2,1346.087864,0.000171761,T of CO2 per VKT,6.136147037,km,7840000,vehicle km traveled (VKT),Besham Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,ch4,0.16492515,2.10E-08,T of CH4 per VKT,6.136147037,km,7840000,vehicle km traveled (VKT),Besham Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,n2o,0.047935464,5.77E-09,T of N2O per VKT,6.136147037,km,8300000,vehicle km traveled (VKT),Besham Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,co2,1425.784164,0.000171761,T of CO2 per VKT,6.136147037,km,8300000,vehicle km traveled (VKT),Besham Urban Area in Malakand Division
road-transportation,1/1/2022,12/31/2022,ch4,0.174689687,2.10E-08,T of CH4 per VKT,6.136147037,km,8300000,vehicle km traveled (VKT),Besham Urban Area in Malakand Division
road-transportation,1/1/2021,12/31/2021,n2o,0.040918339,5.77E-09,T of N2O per VKT,29.46812372,km,7090000,vehicle km traveled (VKT),Palandri Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,co2,1217.067997,0.000171761,T of CO2 per VKT,29.46812372,km,7090000,vehicle km traveled (VKT),Palandri Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,ch4,0.1491174,2.10E-08,T of CH4 per VKT,29.46812372,km,7090000,vehicle km traveled (VKT),Palandri Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,n2o,0.045653778,5.77E-09,T of N2O per VKT,30.47490116,km,7910000,vehicle km traveled (VKT),Palandri Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,co2,1357.918075,0.000171761,T of CO2 per VKT,30.47490116,km,7910000,vehicle km traveled (VKT),Palandri Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,ch4,0.166374609,2.10E-08,T of CH4 per VKT,30.47490116,km,7910000,vehicle km traveled (VKT),Palandri Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,n2o,0.037610496,5.77E-09,T of N2O per VKT,21.42318654,km,6510000,vehicle km traveled (VKT),Hajira Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,co2,1118.68009,0.000171761,T of CO2 per VKT,21.42318654,km,6510000,vehicle km traveled (VKT),Hajira Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,ch4,0.137062733,2.10E-08,T of CH4 per VKT,21.42318654,km,6510000,vehicle km traveled (VKT),Hajira Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,n2o,0.037520443,5.77E-09,T of N2O per VKT,21.42318654,km,6500000,vehicle km traveled (VKT),Hajira Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,co2,1116.001562,0.000171761,T of CO2 per VKT,21.42318654,km,6500000,vehicle km traveled (VKT),Hajira Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,ch4,0.136734555,2.10E-08,T of CH4 per VKT,21.42318654,km,6500000,vehicle km traveled (VKT),Hajira Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,n2o,0.019675534,5.77E-09,T of N2O per VKT,13.03307248,km,3410000,vehicle km traveled (VKT),N/A Urban Area in F.A.T.A. Division
road-transportation,1/1/2021,12/31/2021,co2,585.2256984,0.000171761,T of CO2 per VKT,13.03307248,km,3410000,vehicle km traveled (VKT),N/A Urban Area in F.A.T.A. Division
road-transportation,1/1/2021,12/31/2021,ch4,0.071702924,2.10E-08,T of CH4 per VKT,13.03307248,km,3410000,vehicle km traveled (VKT),N/A Urban Area in F.A.T.A. Division
road-transportation,1/1/2022,12/31/2022,n2o,0.024809922,5.77E-09,T of N2O per VKT,15.90028075,km,4300000,vehicle km traveled (VKT),N/A Urban Area in F.A.T.A. Division
road-transportation,1/1/2022,12/31/2022,co2,737.9420251,0.000171761,T of CO2 per VKT,15.90028075,km,4300000,vehicle km traveled (VKT),N/A Urban Area in F.A.T.A. Division
road-transportation,1/1/2022,12/31/2022,ch4,0.090414008,2.10E-08,T of CH4 per VKT,15.90028075,km,4300000,vehicle km traveled (VKT),N/A Urban Area in F.A.T.A. Division
road-transportation,1/1/2021,12/31/2021,n2o,0.019547158,5.77E-09,T of N2O per VKT,11.59485122,km,3380000,vehicle km traveled (VKT),Chailhar Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,co2,581.4072869,0.000171761,T of CO2 per VKT,11.59485122,km,3380000,vehicle km traveled (VKT),Chailhar Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,ch4,0.071235085,2.10E-08,T of CH4 per VKT,11.59485122,km,3380000,vehicle km traveled (VKT),Chailhar Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,n2o,0.022232323,5.77E-09,T of N2O per VKT,12.9917216,km,3850000,vehicle km traveled (VKT),Chailhar Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,co2,661.2743811,0.000171761,T of CO2 per VKT,12.9917216,km,3850000,vehicle km traveled (VKT),Chailhar Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,ch4,0.081020548,2.10E-08,T of CH4 per VKT,12.9917216,km,3850000,vehicle km traveled (VKT),Chailhar Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,n2o,0.015731178,5.77E-09,T of N2O per VKT,8.931351386,km,2720000,vehicle km traveled (VKT),Jamrao Head Urban Area in Sukkur Division
